Route_ID,Start_Station,End_Station,Hour,Weekday,Distance_km,Travel_Time_mins,Peak_Hour,Passenger_Demand,Speed_kmph,Congestion_Level
Green_R2,Olaya Street,Qasr Al Hokm,13,Tuesday,4.98,7.8,No,288,38.4,Low
Green_R2,Olaya Street,Prince Mohammed Bin Abdulaziz Street,6,Friday,23.96,45.2,No,50,31.8,Low
Blue_R3,Al Batha,Al Malaz,10,Saturday,16.49,35.6,No,365,27.8,Low
Red_R1,Al Batha,Prince Mohammed Bin Abdulaziz Street,5,Thursday,7.98,8.8,No,482,54.4,Low
Green_R2,Al Hayer,Al Suwaidi,3,Thursday,19.73,30.8,No,488,38.4,Low
Yellow_R4,Al Yarmouk,Qasr Al Hokm,16,Wednesday,18.76,31.7,Yes,566,35.5,Medium
Yellow_R4,Al Suwaidi,Salah Al Din,10,Friday,5.65,9.5,No,273,35.6,Low
Yellow_R4,Al Murabba,Al Hayer,17,Monday,8.84,12.1,Yes,808,44,High
Yellow_R4,Olaya Street,Al Murabba,13,Monday,13.78,14.6,No,259,56.8,Low
Red_R1,Al Batha,Al Malaz,14,Monday,4.09,5.2,No,452,47.5,Medium
Green_R2,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,12,Wednesday,10.55,19.7,No,420,32.2,Medium
Red_R1,Al Batha,Al Malaz,21,Thursday,5.97,11.7,No,587,30.6,Medium
Yellow_R4,Al Murabba,Al Aziziyah,10,Tuesday,8.54,19.5,No,401,26.3,Medium
Red_R1,Al Suwaidi,Al Aziziyah,1,Friday,8.26,20.7,No,238,24,Low
Blue_R3,King Fahad Road,Prince Mohammed Bin Abdulaziz Street,21,Sunday,22.82,68.1,No,277,20.1,Low
Yellow_R4,Al Hayer,King Khalid International Airport,19,Wednesday,15.81,16.8,No,377,56.6,Low
Green_R2,Al Batha,Al Suwaidi,23,Sunday,7.03,7.4,No,400,56.9,Medium
Red_R1,Qasr Al Hokm,Al Murabba,19,Monday,2.39,4,No,477,35.8,Medium
Green_R2,Al Hayer,King Khalid International Airport,12,Tuesday,12.98,26.6,No,466,29.3,Medium
Green_R2,Al Malaz,Al Batha,5,Tuesday,15.79,31,No,515,30.6,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Olaya Street,0,Tuesday,5.55,16.5,No,308,20.2,Low
Blue_R3,Salah Al Din,King Abdullah Financial District,23,Tuesday,9.75,14.8,No,545,39.6,Medium
Yellow_R4,Al Malaz,King Abdullah Financial District,2,Wednesday,17.26,23,No,506,45.1,Low
Yellow_R4,Imam Muhammad Bin Saud University,Olaya Street,18,Thursday,17.31,33.6,Yes,821,30.9,High
Yellow_R4,King Khalid International Airport,Imam Muhammad Bin Saud University,20,Tuesday,3.51,6.6,No,175,31.8,Low
Red_R1,Al Hayer,Al Batha,17,Wednesday,11.35,16.5,Yes,872,41.3,High
Red_R1,Al Murabba,Al Hayer,16,Tuesday,12.89,13.8,Yes,583,56.2,Medium
Red_R1,Al Malaz,Imam Muhammad Bin Saud University,22,Tuesday,10.75,15.7,No,342,41,Low
Green_R2,Al Hayer,Al Murabba,0,Tuesday,7.82,11.3,No,527,41.7,Low
Green_R2,Al Hayer,Prince Mohammed Bin Abdulaziz Street,10,Thursday,3.81,5.5,No,264,41.3,Low
Yellow_R4,King Khalid International Airport,Al Malaz,16,Monday,20.2,26.1,Yes,371,46.5,Low
Blue_R3,Qasr Al Hokm,Al Aziziyah,14,Friday,12.26,17.1,No,515,43.1,Medium
Red_R1,Imam Muhammad Bin Saud University,King Abdullah Financial District,6,Saturday,6.26,11.7,No,524,32,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,13,Wednesday,10.01,21.8,No,430,27.5,Medium
Green_R2,King Abdullah Financial District,Al Aziziyah,4,Thursday,9.86,13.4,No,604,44.3,Low
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,17,Monday,19.02,33.4,Yes,490,34.2,Medium
Yellow_R4,Al Suwaidi,Qasr Al Hokm,5,Wednesday,15.73,27.5,No,391,34.3,Low
Blue_R3,Olaya Street,Al Murabba,18,Saturday,11.97,19.5,Yes,757,36.9,Medium
Green_R2,King Abdullah Financial District,Imam Muhammad Bin Saud University,23,Thursday,11.71,33.9,No,688,20.7,Medium
Green_R2,King Fahad Road,King Abdullah Financial District,7,Wednesday,16.28,17.7,Yes,544,55.2,Medium
Red_R1,Al Malaz,Olaya Street,0,Saturday,14.4,29.4,No,327,29.4,Low
Yellow_R4,Al Hayer,Olaya Street,18,Sunday,2.79,4.6,Yes,449,36.1,Medium
Blue_R3,Al Murabba,Olaya Street,1,Wednesday,23.92,48.7,No,264,29.5,Low
Blue_R3,Salah Al Din,Al Murabba,6,Saturday,4.98,12,No,492,25,Medium
Yellow_R4,Al Suwaidi,Al Aziziyah,16,Sunday,4.98,10.4,Yes,732,28.8,Medium
Yellow_R4,Al Malaz,King Khalid International Airport,6,Thursday,19.19,37.1,No,404,31,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Imam Muhammad Bin Saud University,21,Wednesday,6.42,7.1,No,455,54.4,Medium
Red_R1,Al Yarmouk,Prince Mohammed Bin Abdulaziz Street,15,Wednesday,9.35,17.8,No,569,31.6,Medium
Blue_R3,Al Yarmouk,Imam Muhammad Bin Saud University,18,Tuesday,5.98,10.2,Yes,491,35.3,Medium
Yellow_R4,Al Suwaidi,Olaya Street,23,Saturday,2.71,3.1,No,217,53.1,Low
Blue_R3,King Fahad Road,King Abdullah Financial District,0,Tuesday,15.34,19.1,No,284,48.2,Low
Yellow_R4,Al Malaz,Al Hayer,4,Tuesday,20.7,36.6,No,377,33.9,Low
Red_R1,King Fahad Road,Qasr Al Hokm,5,Tuesday,4.33,4.8,No,603,53.9,Low
Red_R1,Qasr Al Hokm,Al Hayer,17,Tuesday,14.6,19.9,Yes,614,44.1,Medium
Blue_R3,Al Murabba,Al Malaz,4,Monday,2.13,2.3,No,504,54.8,Low
Blue_R3,Al Malaz,Al Batha,9,Saturday,8.55,12.8,Yes,501,40.1,Medium
Blue_R3,Al Suwaidi,Al Malaz,20,Monday,17.79,28.7,No,257,37.2,Low
Red_R1,Al Murabba,Qasr Al Hokm,4,Tuesday,16.42,18.6,No,521,52.9,Low
Red_R1,Qasr Al Hokm,Al Aziziyah,9,Sunday,19.88,24.5,Yes,316,48.6,Low
Blue_R3,Qasr Al Hokm,Al Aziziyah,14,Friday,14.42,24.5,No,186,35.3,Low
Blue_R3,Al Batha,Olaya Street,3,Wednesday,10.02,12.5,No,104,48,Low
Yellow_R4,Qasr Al Hokm,Al Batha,21,Sunday,4.88,5,No,292,58.7,Low
Yellow_R4,Al Suwaidi,Salah Al Din,3,Sunday,2.98,3.7,No,548,48.5,Low
Blue_R3,Salah Al Din,Imam Muhammad Bin Saud University,20,Wednesday,18.89,19.4,No,354,58.5,Low
Yellow_R4,King Abdullah Financial District,King Fahad Road,20,Tuesday,23.05,45.6,No,372,30.3,Low
Red_R1,Al Hayer,King Fahad Road,14,Friday,18.6,49.8,No,324,22.4,Low
Blue_R3,Qasr Al Hokm,King Abdullah Financial District,1,Saturday,18,26.2,No,452,41.3,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Batha,9,Sunday,23.98,66.9,Yes,542,21.5,Medium
Green_R2,King Khalid International Airport,Al Hayer,15,Sunday,22.22,30.4,No,372,43.8,Low
Yellow_R4,Al Aziziyah,Al Batha,19,Friday,14.3,33.9,No,50,25.3,Low
Red_R1,Al Yarmouk,Salah Al Din,12,Tuesday,9.26,10.9,No,359,50.9,Low
Blue_R3,Al Batha,Olaya Street,10,Wednesday,3.41,4.5,No,271,45.9,Low
Blue_R3,Al Hayer,Al Suwaidi,20,Saturday,15.81,36.9,No,545,25.7,Medium
Red_R1,Al Yarmouk,Salah Al Din,7,Saturday,4.69,6.2,Yes,623,45.5,Medium
Yellow_R4,Olaya Street,Al Batha,6,Wednesday,7.02,9.5,No,259,44.5,Low
Blue_R3,Al Malaz,King Khalid International Airport,5,Tuesday,6.93,16.8,No,566,24.7,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Aziziyah,16,Friday,17.76,20.2,Yes,621,52.7,Medium
Red_R1,Al Malaz,Qasr Al Hokm,16,Friday,8.13,8.8,Yes,753,55.4,Medium
Green_R2,Olaya Street,Prince Mohammed Bin Abdulaziz Street,2,Saturday,12.84,25.1,No,346,30.7,Low
Blue_R3,Al Aziziyah,Salah Al Din,21,Monday,7.99,11.2,No,267,42.7,Low
Blue_R3,King Fahad Road,Al Hayer,20,Saturday,7.37,22,No,215,20.1,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,7,Friday,17.93,24.7,Yes,568,43.6,Medium
Red_R1,Al Suwaidi,Qasr Al Hokm,23,Sunday,23,56.8,No,479,24.3,Medium
Blue_R3,Imam Muhammad Bin Saud University,Olaya Street,18,Friday,19.11,26.5,Yes,502,43.2,Medium
Red_R1,King Fahad Road,Al Suwaidi,23,Thursday,15.91,45.2,No,367,21.1,Low
Yellow_R4,Al Malaz,Al Hayer,5,Saturday,13.53,18.4,No,271,44.2,Low
Blue_R3,King Abdullah Financial District,Imam Muhammad Bin Saud University,0,Friday,9.85,12,No,226,49.3,Low
Yellow_R4,King Abdullah Financial District,Al Suwaidi,14,Sunday,23.43,23.8,No,499,59,Medium
Yellow_R4,Olaya Street,King Abdullah Financial District,15,Saturday,16.53,34.2,No,298,29,Low
Red_R1,Al Batha,Al Murabba,3,Wednesday,19.06,44.5,No,474,25.7,Low
Yellow_R4,Al Murabba,Al Batha,3,Monday,24.37,56.2,No,481,26,Low
Red_R1,Olaya Street,Al Yarmouk,20,Thursday,22.85,40.8,No,261,33.6,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,3,Friday,16.42,16.5,No,50,59.8,Low
Green_R2,Al Murabba,King Abdullah Financial District,11,Sunday,15.8,16.6,No,308,57.1,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,King Fahad Road,10,Tuesday,13.6,24.8,No,179,32.9,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,11,Wednesday,24.47,30,No,647,49,Medium
Green_R2,King Abdullah Financial District,Olaya Street,11,Monday,12.75,37,No,379,20.7,Low
Yellow_R4,King Abdullah Financial District,Olaya Street,14,Wednesday,14.49,19.3,No,259,45,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,5,Saturday,5.43,7.3,No,404,44.4,Low
Blue_R3,Al Yarmouk,Al Malaz,23,Friday,7.33,8.8,No,173,50,Low
Blue_R3,Al Malaz,King Fahad Road,11,Sunday,13.36,40.1,No,411,20,Medium
Red_R1,Salah Al Din,Al Batha,20,Thursday,21.84,63.9,No,285,20.5,Low
Yellow_R4,King Abdullah Financial District,Al Murabba,7,Friday,16.4,18.6,Yes,506,52.9,Medium
Green_R2,King Abdullah Financial District,Al Aziziyah,10,Saturday,10.33,16.6,No,262,37.3,Low
Yellow_R4,King Abdullah Financial District,Al Malaz,1,Tuesday,6.65,13.6,No,423,29.4,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,2,Tuesday,12.21,33.6,No,517,21.8,Low
Blue_R3,Al Malaz,King Abdullah Financial District,13,Tuesday,2.56,3.4,No,399,45.2,Low
Red_R1,Al Aziziyah,King Fahad Road,8,Saturday,21.22,39.2,Yes,711,32.5,Medium
Red_R1,Imam Muhammad Bin Saud University,King Khalid International Airport,13,Tuesday,7.27,8.2,No,706,53.3,Medium
Blue_R3,Imam Muhammad Bin Saud University,Al Hayer,21,Thursday,18.92,36.5,No,277,31.1,Low
Green_R2,Al Batha,Al Aziziyah,13,Friday,17.53,42.6,No,521,24.7,Medium
Blue_R3,Al Hayer,Imam Muhammad Bin Saud University,8,Sunday,17.92,36.3,Yes,414,29.6,Medium
Red_R1,Al Aziziyah,Olaya Street,23,Saturday,18.7,50.1,No,440,22.4,Medium
Yellow_R4,Al Murabba,Qasr Al Hokm,8,Thursday,5.8,12.7,Yes,623,27.4,Medium
Yellow_R4,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,4,Sunday,24.49,31.7,No,249,46.4,Low
Green_R2,Al Suwaidi,Al Murabba,6,Wednesday,10.61,24.7,No,340,25.8,Low
Green_R2,Al Batha,Prince Mohammed Bin Abdulaziz Street,10,Friday,18.42,51.9,No,249,21.3,Low
Green_R2,King Fahad Road,King Khalid International Airport,15,Friday,21.6,22.5,No,538,57.7,Medium
Yellow_R4,Qasr Al Hokm,Al Suwaidi,15,Tuesday,6.3,10,No,349,37.9,Low
Red_R1,King Fahad Road,Al Malaz,8,Saturday,3.02,8.4,Yes,910,21.6,High
Blue_R3,Qasr Al Hokm,Al Aziziyah,5,Wednesday,19.22,34.2,No,764,33.7,Low
Red_R1,Olaya Street,Prince Mohammed Bin Abdulaziz Street,6,Tuesday,19.52,29.7,No,450,39.4,Medium
Green_R2,Imam Muhammad Bin Saud University,Prince Mohammed Bin Abdulaziz Street,10,Wednesday,12.84,21,No,414,36.7,Medium
Red_R1,Al Murabba,Olaya Street,4,Saturday,22.83,24.4,No,403,56.1,Low
Yellow_R4,Al Hayer,King Khalid International Airport,2,Monday,9.92,20.1,No,429,29.6,Low
Blue_R3,King Abdullah Financial District,Al Yarmouk,22,Tuesday,2.78,3.4,No,483,49.1,Medium
Blue_R3,King Abdullah Financial District,Al Yarmouk,0,Thursday,23.08,23.9,No,192,58,Low
Blue_R3,King Fahad Road,King Khalid International Airport,20,Tuesday,2.1,3.9,No,420,32.7,Medium
Green_R2,Al Aziziyah,Al Malaz,10,Sunday,20.57,22.8,No,585,54.1,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Batha,16,Friday,12.18,21.2,Yes,908,34.4,High
Red_R1,Al Murabba,King Fahad Road,20,Thursday,10.44,12.3,No,310,51,Low
Green_R2,Al Hayer,Qasr Al Hokm,14,Monday,22.79,43.7,No,415,31.3,Medium
Yellow_R4,King Abdullah Financial District,Olaya Street,12,Monday,22.2,55,No,457,24.2,Medium
Green_R2,King Fahad Road,Qasr Al Hokm,22,Friday,7.78,14.2,No,267,32.8,Low
Green_R2,Salah Al Din,Al Batha,6,Wednesday,21.97,35.9,No,320,36.7,Low
Red_R1,Al Hayer,Al Aziziyah,7,Monday,24.15,33.5,Yes,621,43.3,Medium
Yellow_R4,Al Malaz,King Khalid International Airport,14,Monday,24.85,35,No,232,42.6,Low
Green_R2,King Khalid International Airport,Al Malaz,4,Wednesday,2.04,2.1,No,513,57.3,Low
Yellow_R4,Al Yarmouk,Al Hayer,13,Wednesday,13.85,25.2,No,239,33,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,10,Thursday,8.5,8.9,No,404,57.2,Medium
Red_R1,Al Batha,Al Hayer,9,Saturday,7.95,19.8,Yes,731,24.1,Medium
Yellow_R4,Al Murabba,Al Malaz,20,Friday,5.6,8.2,No,377,40.9,Low
Yellow_R4,Al Suwaidi,King Fahad Road,18,Friday,12.47,15,Yes,590,49.8,Medium
Green_R2,Al Batha,King Fahad Road,8,Thursday,22.51,31.1,Yes,474,43.4,Medium
Green_R2,Al Suwaidi,King Abdullah Financial District,6,Wednesday,13.41,16.4,No,606,49.2,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Al Hayer,15,Monday,18.74,30.4,No,519,37,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Batha,8,Friday,16.54,21.7,Yes,612,45.7,Medium
Red_R1,Al Yarmouk,Salah Al Din,10,Monday,20.05,48.9,No,486,24.6,Medium
Yellow_R4,Salah Al Din,Prince Mohammed Bin Abdulaziz Street,14,Friday,10.32,19.5,No,404,31.8,Medium
Green_R2,Al Suwaidi,King Khalid International Airport,1,Monday,15.83,33,No,222,28.8,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,King Abdullah Financial District,22,Friday,15.34,20.9,No,428,44.1,Medium
Green_R2,Al Aziziyah,King Abdullah Financial District,15,Wednesday,11.62,19.8,No,283,35.3,Low
Red_R1,Imam Muhammad Bin Saud University,Olaya Street,9,Sunday,13.46,27,Yes,424,29.9,Medium
Green_R2,Al Murabba,Al Hayer,17,Monday,20.01,24.8,Yes,528,48.4,Medium
Green_R2,Olaya Street,King Abdullah Financial District,20,Tuesday,2,2.7,No,359,43.9,Low
Red_R1,Al Murabba,Qasr Al Hokm,3,Wednesday,6.86,20.1,No,453,20.5,Low
Yellow_R4,King Fahad Road,Al Batha,0,Monday,17.87,19.7,No,383,54.3,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,17,Sunday,5.33,14,Yes,543,22.9,Medium
Red_R1,Al Aziziyah,Al Batha,7,Thursday,11.07,13.5,Yes,321,49.2,Low
Blue_R3,Olaya Street,King Abdullah Financial District,3,Tuesday,9.13,13.2,No,398,41.4,Low
Blue_R3,Al Suwaidi,Salah Al Din,7,Thursday,14.68,22,Yes,615,40.1,Medium
Yellow_R4,Al Murabba,King Abdullah Financial District,11,Wednesday,20.47,40,No,478,30.7,Medium
Green_R2,King Fahad Road,Al Aziziyah,2,Saturday,11.56,12.3,No,298,56.5,Low
Blue_R3,Al Batha,Al Aziziyah,2,Sunday,16.82,23.7,No,422,42.6,Low
Yellow_R4,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,0,Thursday,17.78,23.4,No,357,45.6,Low
Yellow_R4,Al Aziziyah,King Khalid International Airport,7,Friday,8.16,8.5,Yes,467,57.9,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Qasr Al Hokm,9,Wednesday,24.71,29.8,Yes,532,49.8,Medium
Red_R1,King Khalid International Airport,Al Malaz,20,Monday,11.54,12.1,No,256,57.4,Low
Green_R2,King Fahad Road,Al Yarmouk,15,Thursday,23.09,25.8,No,481,53.6,Medium
Green_R2,King Khalid International Airport,Prince Mohammed Bin Abdulaziz Street,3,Friday,9.05,9.8,No,409,55.6,Low
Green_R2,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,20,Sunday,23.52,26,No,313,54.2,Low
Green_R2,Imam Muhammad Bin Saud University,Qasr Al Hokm,13,Monday,10.19,22.4,No,411,27.3,Medium
Red_R1,Qasr Al Hokm,Al Batha,9,Sunday,15.73,44.3,Yes,378,21.3,Low
Red_R1,Imam Muhammad Bin Saud University,Al Yarmouk,15,Saturday,11.51,13,No,213,53.2,Low
Yellow_R4,Al Yarmouk,Salah Al Din,0,Wednesday,23.96,46.8,No,368,30.7,Low
Green_R2,Al Hayer,Al Batha,16,Sunday,20.36,43.9,Yes,549,27.8,Medium
Red_R1,Al Batha,Salah Al Din,15,Friday,13.51,19.9,No,50,40.7,Low
Blue_R3,King Khalid International Airport,Al Yarmouk,13,Thursday,7.17,10.6,No,180,40.6,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Imam Muhammad Bin Saud University,1,Thursday,24.73,27.2,No,386,54.6,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Batha,2,Saturday,22.41,28.4,No,435,47.4,Low
Yellow_R4,Al Murabba,Al Aziziyah,21,Monday,20.89,58.3,No,222,21.5,Low
Red_R1,King Fahad Road,Qasr Al Hokm,14,Monday,13.4,22.5,No,319,35.8,Low
Yellow_R4,Olaya Street,Qasr Al Hokm,16,Friday,24.62,30.2,Yes,410,48.9,Medium
Yellow_R4,King Abdullah Financial District,Imam Muhammad Bin Saud University,6,Thursday,8.89,12.1,No,492,44.2,Medium
Red_R1,Olaya Street,Salah Al Din,0,Thursday,22.61,32.1,No,188,42.3,Low
Green_R2,Qasr Al Hokm,King Abdullah Financial District,10,Saturday,18.87,29.7,No,687,38.1,Medium
Yellow_R4,King Khalid International Airport,Al Malaz,1,Wednesday,20.69,26.8,No,435,46.4,Low
Red_R1,Salah Al Din,King Khalid International Airport,20,Tuesday,24.48,27.8,No,481,52.8,Medium
Yellow_R4,King Fahad Road,Al Batha,10,Friday,8.47,13.6,No,465,37.3,Medium
Yellow_R4,Al Batha,Al Murabba,22,Thursday,14.98,23.3,No,448,38.5,Medium
Green_R2,King Abdullah Financial District,King Fahad Road,5,Wednesday,3.36,6.9,No,363,29.1,Low
Green_R2,Al Murabba,King Abdullah Financial District,10,Monday,10.08,12.1,No,487,50,Medium
Green_R2,Al Batha,Al Aziziyah,6,Monday,7.24,7.9,No,411,54.9,Medium
Green_R2,Al Batha,Al Malaz,21,Friday,8.51,17.1,No,282,29.8,Low
Green_R2,Al Suwaidi,Imam Muhammad Bin Saud University,8,Sunday,10.84,19,Yes,599,34.2,Medium
Red_R1,King Fahad Road,Salah Al Din,21,Saturday,5.68,6.3,No,428,54.4,Medium
Green_R2,Al Murabba,Al Hayer,9,Wednesday,22.69,49,Yes,593,27.8,Medium
Blue_R3,King Fahad Road,Olaya Street,20,Sunday,13.62,18.5,No,343,44.1,Low
Yellow_R4,Al Suwaidi,King Fahad Road,11,Thursday,13.07,14.2,No,415,55.4,Medium
Blue_R3,Al Malaz,Al Batha,1,Sunday,18.42,20.2,No,356,54.8,Low
Yellow_R4,Al Aziziyah,Salah Al Din,18,Monday,24.26,25.7,Yes,616,56.7,Medium
Blue_R3,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,6,Wednesday,4.91,12,No,639,24.5,Medium
Yellow_R4,Al Batha,Al Yarmouk,16,Monday,10.79,25.4,Yes,636,25.5,Medium
Yellow_R4,Al Aziziyah,Imam Muhammad Bin Saud University,11,Friday,13.74,24.6,No,596,33.5,Medium
Blue_R3,Salah Al Din,Qasr Al Hokm,8,Saturday,22.37,31.7,Yes,398,42.3,Low
Blue_R3,Al Murabba,Olaya Street,17,Wednesday,17.81,23,Yes,319,46.4,Low
Blue_R3,Qasr Al Hokm,King Abdullah Financial District,23,Wednesday,10.69,19.7,No,475,32.6,Medium
Yellow_R4,Qasr Al Hokm,Salah Al Din,18,Sunday,23.1,26.1,Yes,723,53.1,Medium
Green_R2,King Abdullah Financial District,Al Murabba,4,Sunday,22.39,23.5,No,423,57.1,Low
Red_R1,Al Suwaidi,Olaya Street,11,Thursday,7.1,8.7,No,621,48.7,Medium
Red_R1,King Fahad Road,Olaya Street,6,Monday,8.06,10.1,No,503,47.8,Medium
Red_R1,Al Suwaidi,Al Aziziyah,11,Friday,11.43,12.8,No,308,53.4,Low
Yellow_R4,Al Batha,Prince Mohammed Bin Abdulaziz Street,8,Sunday,6.23,7.7,Yes,693,48.7,Medium
Red_R1,Qasr Al Hokm,King Khalid International Airport,9,Wednesday,14.66,20.8,Yes,690,42.3,Medium
Red_R1,King Abdullah Financial District,Salah Al Din,21,Monday,7.5,10.7,No,464,42.2,Medium
Green_R2,Imam Muhammad Bin Saud University,King Khalid International Airport,0,Saturday,21.07,23,No,313,54.9,Low
Yellow_R4,King Khalid International Airport,Olaya Street,12,Sunday,7.35,7.6,No,353,57.8,Low
Green_R2,King Abdullah Financial District,Al Malaz,23,Tuesday,12.64,20.7,No,538,36.7,Medium
Green_R2,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,12,Saturday,15.24,37.5,No,659,24.4,Medium
Green_R2,Olaya Street,King Abdullah Financial District,12,Sunday,10.1,11.5,No,501,52.5,Medium
Blue_R3,Qasr Al Hokm,Al Batha,4,Monday,9.58,12.4,No,394,46.3,Low
Red_R1,Qasr Al Hokm,King Khalid International Airport,15,Sunday,15.54,35.9,No,414,26,Medium
Yellow_R4,King Abdullah Financial District,Salah Al Din,18,Tuesday,6.25,7.8,Yes,591,47.8,Medium
Blue_R3,Al Malaz,Al Suwaidi,8,Sunday,24.19,58.5,Yes,394,24.8,Low
Blue_R3,Al Suwaidi,King Abdullah Financial District,19,Friday,7.1,17.2,No,324,24.8,Low
Blue_R3,Qasr Al Hokm,Al Batha,2,Thursday,16.94,20.4,No,479,49.9,Low
Red_R1,Qasr Al Hokm,Al Yarmouk,10,Wednesday,5.35,9.8,No,433,32.8,Medium
Yellow_R4,Al Suwaidi,Al Aziziyah,7,Friday,9.93,20.3,Yes,593,29.3,Medium
Blue_R3,King Khalid International Airport,Al Aziziyah,13,Monday,21.19,21.8,No,226,58.2,Low
Blue_R3,Al Batha,Imam Muhammad Bin Saud University,2,Wednesday,4.97,5.6,No,340,52.9,Low
Yellow_R4,Olaya Street,Prince Mohammed Bin Abdulaziz Street,5,Tuesday,4.53,4.6,No,574,59.6,Low
Red_R1,Olaya Street,Al Hayer,0,Monday,17.08,17.3,No,50,59.3,Low
Green_R2,Al Suwaidi,Al Murabba,12,Wednesday,7.69,7.8,No,342,59.3,Low
Red_R1,Qasr Al Hokm,Al Malaz,13,Tuesday,7.82,22.3,No,50,21,Low
Yellow_R4,Qasr Al Hokm,Olaya Street,9,Thursday,8.01,10.6,Yes,635,45.4,Medium
Green_R2,Olaya Street,Prince Mohammed Bin Abdulaziz Street,14,Wednesday,10.38,17.3,No,409,36.1,Medium
Yellow_R4,King Fahad Road,King Abdullah Financial District,21,Tuesday,4.81,10.1,No,348,28.6,Low
Red_R1,Imam Muhammad Bin Saud University,Al Murabba,2,Wednesday,18.49,34.1,No,440,32.5,Low
Blue_R3,Olaya Street,King Khalid International Airport,4,Friday,6.94,13.5,No,222,30.8,Low
Yellow_R4,Al Aziziyah,Salah Al Din,19,Thursday,16.29,19.7,No,381,49.6,Low
Yellow_R4,Al Hayer,Al Aziziyah,21,Saturday,12.45,14.5,No,656,51.5,Medium
Blue_R3,King Khalid International Airport,Al Malaz,3,Tuesday,6.44,14.8,No,257,26.1,Low
Yellow_R4,Al Yarmouk,Al Murabba,19,Friday,18.33,36.3,No,660,30.3,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,23,Thursday,9.47,10.2,No,671,55.9,Medium
Green_R2,King Abdullah Financial District,Al Murabba,3,Tuesday,4.45,9.8,No,166,27.2,Low
Red_R1,King Abdullah Financial District,King Khalid International Airport,8,Monday,2.83,4.6,Yes,744,37,Medium
Blue_R3,King Abdullah Financial District,Olaya Street,9,Friday,15.67,27,Yes,653,34.8,Medium
Blue_R3,Imam Muhammad Bin Saud University,King Fahad Road,13,Wednesday,5.99,7.8,No,347,46.1,Low
Green_R2,King Abdullah Financial District,Al Hayer,6,Wednesday,20.99,50,No,205,25.2,Low
Red_R1,Al Yarmouk,Al Hayer,15,Saturday,4.97,10.3,No,158,29,Low
Blue_R3,King Abdullah Financial District,Salah Al Din,0,Friday,13.57,25.4,No,450,32.1,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Salah Al Din,10,Tuesday,13.64,26.3,No,399,31.1,Low
Blue_R3,Salah Al Din,Qasr Al Hokm,17,Tuesday,19.1,23.9,Yes,660,48,Medium
Yellow_R4,Al Hayer,Al Yarmouk,0,Monday,13.28,26.9,No,701,29.6,Low
Blue_R3,Qasr Al Hokm,King Khalid International Airport,20,Saturday,12.58,32.4,No,417,23.3,Medium
Red_R1,Al Yarmouk,Al Malaz,12,Sunday,2.41,4.4,No,342,33.1,Low
Yellow_R4,Qasr Al Hokm,Al Malaz,3,Monday,18.38,21,No,223,52.6,Low
Red_R1,King Abdullah Financial District,King Khalid International Airport,21,Monday,12.99,28.7,No,315,27.2,Low
Yellow_R4,Olaya Street,Al Batha,7,Saturday,10.39,18.4,Yes,359,33.9,Low
Red_R1,Salah Al Din,Al Murabba,20,Saturday,5.03,5.3,No,391,56.5,Low
Red_R1,Al Malaz,King Khalid International Airport,0,Monday,24.55,31.7,No,331,46.4,Low
Blue_R3,Al Malaz,Salah Al Din,12,Tuesday,10.17,23.7,No,512,25.8,Medium
Yellow_R4,King Fahad Road,Qasr Al Hokm,0,Sunday,2.58,3.2,No,453,49,Low
